INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
5f739d7f-8617-420d-bea0-c83cea4a90e8	0.95	10786694	At 39 degrees C, expression of the human IGF-IR in H19-7 cells induces an insulin like growth factor (IGF) I dependent differentiation.	reach	p(HGNC:IGF1R)	increases	act(p(IP:IPR022350))
ae9f8af6-7522-49e9-80bc-4b4849c01832	0.95	10851068	However, IGF-IR signaling in the absence of IRS-1 can cause cell differentiation and growth arrest.	reach	p(HGNC:IGF1R)	increases	bp(GO:"GO:0030154")
6cb4a2ce-4081-42f2-826e-61a8160bccd5	0.86	10889510	Collectively, these results suggest that IGF-IR or Bcl-2 overexpression in neuroblastoma cells promotes cell survival by preventing mitochondrial membrane depolarization and caspase-3 activation, ultimately leading to increased tumor growth.	reach	p(HGNC:IGF1R)	increases	act(p(HGNC:CASP3))
72bd84ac-b8b1-4886-8f68-4f3f39321f73	0.98	10889510	IGF-IR activation or overexpression of Bcl-2 in SHEP cells prevents mitochondrial membrane depolarization.	sparser	p(HGNC:IGF1R)	increases	act(p(HGNC:BCL2))
72bd84ac-b8b1-4886-8f68-4f3f39321f73	0.98	10889510	IGF-IR activation or overexpression of Bcl-2 in SHEP cells prevents mitochondrial membrane depolarization.	reach	p(HGNC:IGF1R)	increases	act(p(HGNC:BCL2))
661df270-4e79-4ac6-a8d0-6b35a68266db	0.95	10965916	The dose of chemical necessary to activate IGF-I signaling varied, with the order of potency : E2 = diethylstilbestrol> LY353381> 4-hydroxytamoxifen> genistein> HPTE> bisphenol A. Administration of the chemicals to ERalpha knockout mice did not activate IGF-IR, indicating that ERalpha is required for activation of uterine IGF-IR by these diverse chemicals.	reach	p(HGNC:ESR1)	increases	act(p(HGNC:IGF1R))
96ebb63c-f922-4b6b-af44-bdf1008d9be1	0.65	11016658	Thus, even if the negative effect of wild-type p53 predominates under a competitive condition, these data indicate that mutant p53 may be important for up-regulation of IGF-IR.	reach	p(HGNC:TP53, var("p.?"))	increases	act(p(HGNC:IGF1R))
e336fa11-c031-40ea-8332-64a58a84b49e	0.95	11063741	Using bicistronic constructs, we demonstrated here that the 5 ' untranslated region of the IGF-IR allows translation initiation by internal ribosome entry and therefore constitutes an internal ribosome entry site.	reach	p(HGNC:IGF1R)	increases	bp(GO:"GO:0006412")
a0d5544c-5d39-4c05-abe9-6bc6027738fd	0.95	11114729	In the present study, we demonstrate that COX-2 expression and PGE2 synthesis are up-regulated by an IGF-II and IGF-I receptor autocrine pathway in Caco-2 colon carcinoma cells.	reach	p(HGNC:IGF1R)	increases	p(HGNC:PTGS2)
220ab76b-9dd8-4895-8ded-072edad56fa1	0.95	11120746	IGF-I elicited IGF-I receptor tyrosine phosphorylation, resulting in the specific activation of G (i2).	reach	p(HGNC:IGF1)	increases	p(HGNC:IGF1R, pmod(Ph, Tyr))
7f789024-0a48-45af-89fb-b534c9457c49	0.86	11120746	The present study determined whether in normal human intestinal smooth muscle cells the IGF-I receptor activates a heterotrimeric G protein and the role of G protein activation in mediating IGF-I-induced growth.	sparser	p(HGNC:IGF1R)	increases	act(p(FPLX:"G_protein"))
b4fc15af-ca75-4af4-b8b3-fde7201159be	0.65	11139436	The IGF-I induced overexpression of the IGF-IR was reduced by ACE inhibition with moexiprilat (10 (-7) M) by 79 +/-7% and by AT (1) receptor blockade with CV11974 (10 (-7) M) by 79 +/-5%.	reach	p(HGNC:ACE)	increases	p(HGNC:IGF1R)
c8668a23-dcf4-421c-9b17-8803d0cae408	0.95	11217147	IGF1R mRNA was increased by combined E2/P treatment but not by E2 alone.	reach	p(UP:P27958)	increases	act(p(HGNC:IGF1R))
6c14f5aa-1d77-4a14-b560-065633d5246a	0.95	11250706	Activation of the IGF1R by IGFs results in its oligomerization, autophosphorylation, and activation of the intrinsic tyrosine kinase [ xref , xref , xref , xref ].	sparser	p(UP:P22618)	increases	act(p(HGNC:IGF1R))
021f4a91-2dc8-4483-8385-cf44fc421f60	0.86	11250706	Recently, IGF1R activation was shown to induce rapid and transient tyrosine dephosphorylation of FAK, p130 Crk associated substrate, and paxillin in MCF-7 breast cancer epithelial cells [XREF_BIBR].	reach	p(HGNC:IGF1R)	decreases	p(HGNC:PTK2, pmod(Ph))
e374444f-44c7-418a-a3d1-8d17d9f7139d	0.95	11278392	The insulin like growth factor I receptor (IGF-IR) activated by its ligands insulin like growth factor (IGF)-I or IGF-II mediates suppression of apoptosis and contributes to tumorigenesis and cell growth.	reach	p(IP:IPR022350)	increases	act(p(HGNC:IGF1R))
94e9e515-0556-4dce-af3b-564c81b73bee	0.65	11278691	The role of PI3K activity in the up-regulation of Id2 gene expression by the IGF-IR was confirmed by different methods and in different cell types.	reach	p(HGNC:IGF1R)	directlyIncreases	p(HGNC:ID2)
47da9fba-8c66-4435-974e-d026ce16a90c	0.94	11278917	The ability of the IGF-IR to induce DNA repair was also demonstrated by infecting NWTb3 cells with UV irradiated adenovirus.	reach	p(HGNC:IGF1R)	increases	bp(GO:"GO:0006281")
1b9a9ec3-e7a9-458d-9c53-476954d052b1	0.65	11309283	These data show that the neuropeptides ET-1 and bombesin stimulate ligand independent activation of the IGF-IR, which results in Akt activation, and that this cross communication between GPCR and IGF-IR signaling is inhibited by NEP.	reach	p(HGNC:EDN1)	increases	act(p(HGNC:IGF1R))
d53057a9-43cb-40fb-b3af-9408399769ce	0.65	11309283	These data show that the neuropeptides ET-1 and bombesin stimulate ligand independent activation of the IGF-IR, which results in Akt activation, and that this cross communication between GPCR and IGF-IR signaling is inhibited by NEP.	reach	p(PFAM:PF02044)	increases	act(p(HGNC:IGF1R))
445921d7-31cd-459b-a999-3d23da9bc09b	0.65	11309283	We investigated the mechanisms of NEP regulation of neuropeptide mediated cell survival in PC cells, including whether neuropeptide substrates of NEP induce phosphorylations of IGF-IR and Akt in PC cells.	reach	p(HGNC:MME)	increases	p(HGNC:IGF1R, pmod(Ph))
0de015a0-ba85-4f33-8881-c1f433879b7b	0.95	11461928	Altogether these data indicate that scrapie infection affects the expression, binding affinity, and signal transduction mediated by the IGF-1R in neuroblastoma cells.	reach	p(HGNC:IGF1R)	increases	bp(GO:"GO:0007165")
35f3b4bd-29be-4920-bc4b-3e447a223f1c	0.65	11479214	C4 and C4-12 cells had reduced IGF-IR and IRS-1 mRNA and protein expression (compared with MCF-7 cells) that was not inducible by estrogen.	reach	p(PFAM:PF01413)	decreases	act(p(HGNC:IGF1R))
8572f013-d7f2-4497-a13a-77b272685734	0.92	11494131	This suggests that IGF1R signalling can modulate the function of Atm, and supports the concept of targeted IGF1R downregulation as a potential treatment for malignant melanoma and other radioresistant tumours.	reach	p(HGNC:IGF1R)	increases	act(p(HGNC:ATM))
cd506392-6a2e-4626-82d1-2a959a9a56d0	0.95	11559546	Here we examined IGF-IR signaling and function in ER negative MDA-MB-231 breast cancer cells and their IGF-IR-overexpressing derivatives.	reach	p(HGNC:IGF1R)	increases	act(p(HGNC:ESR1))
fb716a4b-e5f0-4a74-95a2-d1a0b805d1a0	0.98	11597519	Therefore, it is interesting that GH can alter the phosphorylation status of ErbB-2, an EGF receptor-related protein that is overexpressed in about 25% of colorectal cancers, and that the IGF-IR can a[MISSING/INVALID API KEY: limited to 200 char for Elsevier]	sparser	p(HGNC:IGF1R)	increases	act(p(HGNC:ERBB2))
79bdf7da-a9a1-41d4-a404-312d60c216c4	0.65	11693172	These findings suggest that a reduction in the levels of IGF-1R induces a defective glandular homeostasis in the submandibular gland epithelial cells and triggers EAS.	reach	p(HGNC:IGF1R)	decreases	act(p(UP:O65323))
ee81b368-0051-4cd4-aec9-7fce7f3c2d8d	0.65	11693172	These findings suggest that a reduction in the levels of IGF-1R induces a defective glandular homeostasis in the submandibular gland epithelial cells and triggers EAS.	reach	p(HGNC:IGF1R)	decreases	bp(GO:"GO:0042592")
69430f2c-f026-4943-9969-d574252a6be0	0.94	11779860	These studies indicate that IGF-IR stimulates phosphorylation of SHPS-1 which is critical for SHP-2 recruitment to the plasma membrane and for its recruitment to the IGF-IR.	sparser	p(HGNC:IGF1R)	increases	p(HGNC:SIRPA, pmod(Ph))
cdbbeb5d-cbab-49ea-8dae-9efe43e10e2c	0.95	11861505	3) The ATA-activated IGF-IR forms underwent slow dephosphorylation, compared with a rapid dephosphorylation of the IGF-I activated receptor.	sparser	p(UP:A3M3H0)	increases	act(p(HGNC:IGF1R))
cdbbeb5d-cbab-49ea-8dae-9efe43e10e2c	0.95	11861505	We suggest that this enhanced activity, and the different susceptibility of the IGF-IR to certain proteases and phosphatases, may indicate a distinct conformation of the ATA-activated IGF-IR.	sparser	p(UP:A3M3H0)	increases	act(p(HGNC:IGF1R))
5b85894f-0835-487e-81d3-4fe13f8a32ec	0.95	11896622	We have previously reported that the WT1 protein represses the expression of the IGF-I receptor gene, whereas the EWS (1-7)-WT1 (8-10) fusion protein activates IGF-I receptor gene expression.	reach	p(HGNC:WT1)	decreases	p(HGNC:IGF1R)
7ea01dc1-6c52-443d-bc40-c364ea74caa8	0.65	11896622	We have previously reported that the WT1 protein represses the expression of the IGF-I receptor gene, whereas the EWS (1-7)-WT1 (8-10) fusion protein activates IGF-I receptor gene expression.	reach	p(HGNC:EWSR1)	increases	p(HGNC:IGF1R)
cbaae460-c1e0-46c1-9367-c4d918c4b103	0.86	11953870	Similar data were obtained for insulin-like growth factor I-induced phosphorylation of the IGF-I receptor (data not shown).	sparser	p(UP:P22618)	increases	p(HGNC:IGF1R, pmod(Ph))
694487a1-e9d6-4c50-88a1-d3c591a90e42	0.65	11960623	In cells expressing co-transfected ER and the IGF-1 receptor, E2 causes the phosphorylation of IGF-1R and enhanced activation of ERK.	sparser	p(UP:P27958)	increases	p(HGNC:IGF1R, pmod(Ph))
30f0296e-d12c-4320-8119-f003312498b5	0.65	12008951	mRNA analysis revealed that FGF-1, FGF-2 and FGF-4 induced the mRNA expression levels of uPA, tPA, uPAR, PAI-1 and PAI-2, and reduced those of IGF-1, IGF-1R, IGF-2R and IGFBP-4, without significantly affecting the levels of IGFBP-3, IGFBP-5 and IGFBP-6 mRNA.	reach	p(HGNC:PLAT)	decreases	act(p(HGNC:IGF1R))
c361d999-779f-4823-bc01-795a9936d5d5	0.65	12008951	mRNA analysis revealed that FGF-1, FGF-2 and FGF-4 induced the mRNA expression levels of uPA, tPA, uPAR, PAI-1 and PAI-2, and reduced those of IGF-1, IGF-1R, IGF-2R and IGFBP-4, without significantly affecting the levels of IGFBP-3, IGFBP-5 and IGFBP-6 mRNA.	reach	p(HGNC:PLAUR)	decreases	act(p(HGNC:IGF1R))
c4d0684b-8382-4493-bf4e-9fa94bb2303a	0.65	12008951	mRNA analysis revealed that FGF-1, FGF-2 and FGF-4 induced the mRNA expression levels of uPA, tPA, uPAR, PAI-1 and PAI-2, and reduced those of IGF-1, IGF-1R, IGF-2R and IGFBP-4, without significantly affecting the levels of IGFBP-3, IGFBP-5 and IGFBP-6 mRNA.	reach	p(HGNC:PLAU)	decreases	act(p(HGNC:IGF1R))
a9af1ce8-aa9c-436c-99af-bcadf26f6a6e	0.65	12008951	mRNA analysis revealed that FGF-1, FGF-2 and FGF-4 induced the mRNA expression levels of uPA, tPA, uPAR, PAI-1 and PAI-2, and reduced those of IGF-1, IGF-1R, IGF-2R and IGFBP-4, without significantly affecting the levels of IGFBP-3, IGFBP-5 and IGFBP-6 mRNA.	reach	p(HGNC:SERPINB2)	decreases	act(p(HGNC:IGF1R))
e5718adf-69ec-4587-8fed-220fe43a5f98	0.65	12008951	mRNA analysis revealed that FGF-1, FGF-2 and FGF-4 induced the mRNA expression levels of uPA, tPA, uPAR, PAI-1 and PAI-2, and reduced those of IGF-1, IGF-1R, IGF-2R and IGFBP-4, without significantly affecting the levels of IGFBP-3, IGFBP-5 and IGFBP-6 mRNA.	reach	p(HGNC:SERPINE1)	decreases	act(p(HGNC:IGF1R))
1e7d1253-e5d9-4ada-aa47-97f3c600e8ee	0.95	12011225	This finding is consistent with experimental data that indicate that IGFBP-3 can inhibit cellular proliferation and induce apoptosis independent of IGF-I and the IGF-I receptor.	reach	p(HGNC:IGFBP3)	increases	act(p(HGNC:IGF1R))
8b4b4221-7329-4039-96a7-2b50eb586412	0.95	12049737	While Cyclin B/Cdc2 antagonized IGF1 receptor inhibition of wild-type BAD, Cyclin B/Cdc2 failed to block the ability of the IGF1 receptor to inhibit the apoptotic effect of BADS128A . Taken together, [MISSING/INVALID API KEY: limited to 200 char for Elsevier]	sparser	p(HGNC:IGF1R)	decreases	act(p(HGNC:BAD))
e9a9e4a3-dabc-4e43-9353-81aba64ba9bf	0.95	12057025	To test initially whether the PTEN deficient U87 glioma cells might be susceptible to inhibition of the IGF-IR, we measured colony formation and tumor growth in the presence of an inhibitory antibody to the human IGF-IR (alphaIR3).	reach	p(HGNC:PTEN)	decreases	act(p(HGNC:IGF1R))
49de9593-9df4-4b61-90a4-a94dbb45bc81	0.65	12061821	The activated type 1 insulin like growth factor (IGF-IR) increases the expression of Id1 proteins in mouse embryo fibroblasts (MEF).	reach	p(HGNC:IGF1R)	increases	p(HGNC:ID1)
9497b983-e8dd-4c6f-902a-017cdb8c7cb1	0.95	12107371	Both models demonstrate that abrogation of the insulin like growth factor I receptor and the insulin receptor or a common signalling pathway must be inhibited to cause sufficient insulin resistance to lead to type 2 diabetes; with either glucotoxicity or lipotoxicity being involved in the progression from severe to resistance to full-blown type 2 diabetes.	reach	p(HGNC:IGF1R)	decreases	act(p(HGNC:INS))
85e38bdf-e5f0-497e-8183-9335a6607c43	0.88	12147227	It is still not known how ATM activates the IGF-IR promoter , however, NBS1 is unlikely to be required in this pathway.	sparser	p(HGNC:ATM)	increases	act(p(HGNC:IGF1R))
278c35cb-46ae-4d53-8f7e-a646590c680c	0.65	12356750	H358-conditioned medium and amphiregulin induce IGF1 receptor phosphorylation in H322 cells, which is prevented by anti-amphiregulin neutralizing antibody but not by AG556 or ZD1839.	sparser	p(HGNC:AREG)	increases	p(HGNC:IGF1R, pmod(Ph))
47c2f503-c369-4dba-9c5d-b533c77f83cc	0.86	12373610	One pathway that has been shown to mediate important survival signals for mammalian cells comprise receptor tyrosine kinases like PDGFR or IGF-1R ( xref ; xref ) that activate the PI3 kinase upon binding of their respective ligands.	sparser	p(HGNC:IGF1R)	increases	act(p(HGNC:PI3))
a7d21878-8e46-47c7-8205-57253bed4039	1.0	12447877	Src kinase inhibitors pyrazolopyrimidine PP-1 and PP-2 inhibited transactivation of the IGF-IR by EGF.	reach	p(HGNC:SRC)	increases	act(p(HGNC:IGF1R))
49fa7136-2427-4730-bd30-62f276e99002	0.65	12556535	The simultaneous activation of MAP kinases and the inhibition of the stress-activated arm of the cascade by IGF-IR may constitute a potent proliferative signaling system and is possibly a mechanism by which IGF-I can stimulate growth and inhibit cell death in a wide variety of cell types and biological settings.	sparser	p(HGNC:IGF1R)	decreases	act(p(HGNC:AKR1A1))
ac6fa1d3-f2e2-48bf-aa6a-cd5f6aa27c53	0.86	12556535	These results indicate that IGF-IR signaling suppresses the ASK-1-mediated stimulation of JNK and p38 and the induction of programmed cell death.	reach	p(HGNC:IGF1R)	decreases	act(p(FPLX:p38))
71dfdf70-65f4-4ad9-905d-8b63f7184869	0.65	12556535	These results indicate that IGF-IR signaling suppresses the ASK-1-mediated stimulation of JNK and p38 and the induction of programmed cell death.	reach	p(HGNC:IGF1R)	decreases	bp(GO:"GO:0006915")
cd506392-6a2e-4626-82d1-2a959a9a56d0	0.95	12566306	In this study, we have examined the effects of scFv-Fc on IGF1R signaling in the estrogen receptor positive (ER+) MCF-7 breast cancer cells in vitro and in vivo.	reach	p(HGNC:IGF1R)	increases	act(p(HGNC:ESR1))
d2871f41-162d-49f0-a41c-7a3fb023e7ea	0.95	12584730	Histological analysis and immunocytochemical staining confirmed that TNF-alpha specifically increases IGFBP-3 and IGFBP-4 immunoreactivity, as well as that of the IGF1R, in radial glial and Purkinje cells.	reach	p(HGNC:TNF)	increases	act(p(HGNC:IGF1R))
3f1327ef-554c-422f-aced-cb71d6a993c1	0.65	12586785	GH increased IGF binding protein-3 (IGFBP-3), IGF-I receptor protein and its phosphorylation.	reach	p(HGNC:GH1)	increases	p(HGNC:IGF1R, pmod(Ph))
854aa3bb-3299-4c53-b848-6db73d3915d9	0.94	12604614	Thus, siRNAs corresponding to weakly hybridizing oligonucleotides caused minor IGF1R down-regulation, whereas siRNAs homologous to accessible targets induced profound sequence specific IGF1R gene silencing, blocked IGF signaling, and enhanced tumor cell radiosensitivity.	reach	p(HGNC:IGF1R)	decreases	act(p(UP:P22618))
b1689cff-bb06-4f5a-8da2-fedfb661932f	0.65	12697834	Likewise, overexpression of a Grb10 mutant lacking the Src homology 2 (SH2) domain impaired ubiquitination of the IGF-IR in parental p6 and p6/Grb10 cells, indicating that Grb10 binding to Nedd4 is critical for ubiquitination of the receptor.	reach	p(HGNC:SRC)	directlyIncreases	p(HGNC:IGF1R, pmod(Ub))
68c1c7ce-38f2-4449-bb76-4a31791beb54	0.65	12697834	Ubiquitination of the IGF-IR in p6/Grb10 cells is severely impaired by overexpression of a catalytically inactive Nedd4 mutant (Nedd4-CS), which also stabilizes the receptor.	reach	p(HGNC:NEDD4, var("p.?"))	decreases	p(HGNC:IGF1R, pmod(Ub))
817813d7-04ba-4301-b18f-4b6a505a73e2	0.65	12793901	Contrary to these studies, it is suggested that decreased IGF-IR levels lead to increased motility and invasiveness in MCF-7 cells by increasing Rac and Cdc42 activity and decreasing Rho activity and E-cadherin expression [XREF_BIBR].	reach	p(HGNC:IGF1R)	decreases	bp(MESH:D009361)
d2871f41-162d-49f0-a41c-7a3fb023e7ea	0.95	12810554	Here we provide evidence that TNFalpha acts on muscle cells to induce a state of IGF-I receptor resistance.	reach	p(HGNC:TNF)	increases	act(p(HGNC:IGF1R))
47c2f503-c369-4dba-9c5d-b533c77f83cc	0.86	12943694	The restriction to activation of PI3 kinase by a truncated IGF-1R , or a receptor with the transmembrane mutation V922E  and the lack of induction of a proliferative response indicate that in addition[MISSING/INVALID API KEY: limited to 200 char for Elsevier]	sparser	p(HGNC:IGF1R)	increases	act(p(HGNC:PI3))
2cde2678-d8f2-4102-b275-a7d490720c7e	0.95	12970367	These data indicate that Hsp10 and Hsp60 can modulate IGF-1R signaling through post-translational modification.	reach	p(HGNC:HSPD1)	increases	act(p(HGNC:IGF1R))
736aa350-b40d-43c6-9fd3-a2351b895579	0.86	12970367	These data indicate that Hsp10 and Hsp60 can modulate IGF-1R signaling through post-translational modification.	reach	p(HGNC:HSPE1)	increases	act(p(HGNC:IGF1R))
ce1df76a-024e-41e3-8446-237668829ece	0.86	1315260	GH decreased IGF-I receptor mRNA by 2.3-fold, but T treatment before GH injection did not change this effect.	reach	p(HGNC:GH1)	decreases	act(p(HGNC:IGF1R))
dd5d91e3-a15c-4f41-a64e-380b692eb396	0.65	1316362	Both PHA and OKT-3 increased IGF-I receptor mRNA abundance with peak increases at 20 h and 60 h, respectively.	reach	p(UP:P80463)	increases	act(p(HGNC:IGF1R))
ce1df76a-024e-41e3-8446-237668829ece	0.86	1400411	IGF-I inhibition of GH secretion is enhanced 3-5-fold in GC rat pituitary cells overexpressing the wild type 950Tyr human IGF-I receptor which autophosphorylates appropriately.	reach	p(HGNC:GH1)	decreases	act(p(HGNC:IGF1R))
a8a691a2-3d2f-48c5-b52a-4e364a36a85f	0.65	14583467	PGE (2) or angiotensin II treatment reversed the NSAID induced down-regulation of IGF-IR expression, growth, and invasion.	reach	p(HGNC:AGT)	decreases	p(HGNC:IGF1R)
bc7266e8-bacf-41ef-93c3-f9fee7995a35	0.65	14592826	Moreover, the IL-6-induced phosphorylation of IGF-I receptor beta was not blocked by a Janus kinase 2 (Jak2) inhibitor.	reach	p(HGNC:JAK2)	decreases	p(HGNC:IGF1R, pmod(Ph))
8c080b48-620e-4645-825d-f700af7af3a0	0.65	14592826	Moreover, the IL-6-induced phosphorylation of IGF-I receptor beta was not blocked by a Janus kinase 2 (Jak2) inhibitor.	reach	p(HGNC:JAK2)	increases	p(HGNC:IGF1R, pmod(Ph))
715c16c9-8886-4120-bbdc-08ecdc599fe1	0.95	14668950	In addition, IGF-1R protects cells from apoptosis and promotes cell growth and proliferation.	reach	p(HGNC:IGF1R)	increases	bp(GO:"GO:0016049")
d1f66f97-5a84-4468-a4a7-c4f0d49f6fc7	0.65	14676301	We found that IGF-IR, but not IGF-I, mRNA expression is reduced by 46% in immature AR -/- mammary glands (XREF_FIG C), suggesting that the IGF-I-IGF-IR --> MAPK signaling pathway may be defective in female AR -/- mice.	reach	p(HGNC:AR)	decreases	act(p(HGNC:IGF1R))
ec3dea05-5a82-479e-956c-99726391a7f4	0.86	14700555	Furthermore, IGF-I receptor abrogation of this apoptotic effect was inhibited by both PI3 ' kinase and by specific inhibitors of p38 MAP kinase.	reach	p(FPLX:p38)	increases	act(p(HGNC:IGF1R))
58a4601e-c178-49e0-bb5a-1118079f87d0	0.92	14710236	The IGFs primarily exert their biologic effects through binding to the IGF-I receptor (IGF1R), which initiates an intracellular signalling cascade, including the Ras/Raf/MAP kinase and PI 3 kinase pathways, to stimulate mitogenesis and differentiation.	reach	p(HGNC:IGF1R)	increases	bp(GO:"GO:0007165")
6962f510-7e35-41a3-8f9b-44a28d62ede9	0.65	14710346	Blockage of IGF-IR functions by neutralizing antibody or antisense strategies significantly reduced the expression and secretion of VEGF-A by ES cells, and supernatants of treated cells were unable to sustain the survival and proliferation of HUVECs.	reach	p(HGNC:IGF1R)	increases	p(HGNC:VEGFA)
39eaf644-b002-4d43-84da-afa1a3b04142	0.95	14710367	IGF1R downregulation blocks tumour growth and metastasis, and enhances sensitivity to cytotoxic drugs and irradiation.	reach	p(HGNC:IGF1R)	decreases	bp(MESH:D009362)
f3d2bec4-6f45-4bcd-972c-5389ce973cf5	0.65	14712218	Only IGF-IR activation of phosphatidylinositol-3 kinase is required for tumor edge ruffling in N and S cells, with stimulation of focal adhesion kinase (FAK) and paxillin.	sparser	p(HGNC:IGF1R)	increases	act(p(HGNC:MTMR2))
c2a2f5b6-6e80-4472-83cd-b07a606453cb	0.95	1474327	In conclusion, exogenous IGF-I and insulin can increase IGF-I mRNA and decrease IGF-I receptor mRNA, indicating that both insulin and IGF-I can act as regulators of the IGF-I system in muscle in vivo.	reach	p(HGNC:INS)	decreases	act(p(HGNC:IGF1R))
c2a2f5b6-6e80-4472-83cd-b07a606453cb	0.95	1474327	Insulin did not significantly affect levels of IGF-I mRNA, but decreased levels of IGF-I receptor mRNA in skeletal muscle and aorta.	reach	p(HGNC:INS)	decreases	act(p(HGNC:IGF1R))
71601704-d1ee-4201-988b-18ef8d28d0a1	0.65	14757187	Furthermore, DEXA increased (P < 0.05) mRNA levels of IGF-II (pylorus), IGFBP-3 (duodenum), IGF2R (pylorus), and GHR (ileum), but decreased mRNA levels of IGFBP-2 (ileum), and IGF1R (fundus).	reach	p(HGNC:GHR)	decreases	act(p(HGNC:IGF1R))
