INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object			Checked	Correct	Change	Annotation
6650261d-4dfb-4b90-bae9-c4bbd9a42475	0.65	10847582	"As a consequence of IR inactivation, AT2 receptor inhibits tyrosine phosphorylation of insulin receptor substrate-1 (IRS-1) and signal-regulatory protein (SIRPalpha1) and prevents subsequent association of both IRS-1 and SIRPalpha1 with Src homology 2 (SH2)-containing tyrosine phosphatase SHP-2."	reach	p(HGNC:IRS1)	increases	act(p(HGNC:SIRPA))						
f678665e-a6d9-4bb5-a364-8bb140b27d7e	0.65	10847582	"As a consequence of IR inactivation, AT2 receptor inhibits tyrosine phosphorylation of insulin receptor substrate-1 (IRS-1) and signal-regulatory protein (SIRPalpha1) and prevents subsequent association of both IRS-1 and SIRPalpha1 with Src homology 2 (SH2)-containing tyrosine phosphatase SHP-2."	reach	p(HGNC:AGTR2)	increases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
8a8a080a-9035-4040-bdd6-ae020c171613	0.65	10847583	"This change in MAPK signaling coincides with loss of IGF-I-mediated Shc, but not IRS-1, tyrosine phosphorylation."	reach	p(HGNC:IRS1)	decreases	act(p(FPLX:SHC))						
05346518-86fc-41a0-b6ba-ec3ac97e7b5b	0.92	10848597	"In conclusion, PIG induced IRS-1 tyrosine phosphorylation by causing (integrin antagonized) recruitment of IRS-1 and pp59(Lyn) to the common signaling platform molecule pp125(FAK), where cross talk of PIG-like structures and extracellular matrix proteins to metabolic insulin signaling may converge, possibly for the integration of the demands of glucose metabolism and cell architecture."	sparser	p(UP:P07788)	increases	"p(HGNC:IRS1, pmod(Ph))"						
b8f61a64-a3a3-46ac-8289-bfb9c0f9da24	0.86	10848597	"Introduction of peptides encompassing either the major autophosphorylation site of pp125 (FAK), tyrosine 397, or its regulatory loop with the twin tyrosines 576 and 577 inhibited PIG induced IRS-1 tyrosine phosphorylation and glucose transport."	reach	p(HGNC:PTK2)	decreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
05346518-86fc-41a0-b6ba-ec3ac97e7b5b	0.92	10848597	"Introduction of peptides encompassing either the major autophosphorylation site of pp125(FAK), tyrosine 397, or its regulatory loop with the twin tyrosines 576 and 577 inhibited PIG-induced IRS-1 tyrosine phosphorylation and glucose transport."	sparser	p(UP:P07788)	increases	"p(HGNC:IRS1, pmod(Ph))"						
b8f61a64-a3a3-46ac-8289-bfb9c0f9da24	0.86	10848597	Up-regulation of pp125 (FAK) by integrin clustering diminished PIG induced IRS-1 tyrosine phosphorylation and glucose transport in nonadherent but not adherent adipocytes.	reach	p(HGNC:PTK2)	decreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
05346518-86fc-41a0-b6ba-ec3ac97e7b5b	0.92	10848597	Up-regulation of pp125(FAK) by integrin clustering diminished PIG-induced IRS-1 tyrosine phosphorylation and glucose transport in nonadherent but not adherent adipocytes.	sparser	p(UP:P07788)	increases	"p(HGNC:IRS1, pmod(Ph))"						
c911ecfe-ade5-4af1-80e8-adb1d024703b	0.65	10851068	"However, IGF-IR signaling in the absence of IRS-1 can cause cell differentiation and growth arrest."	reach	p(HGNC:IRS1)	increases	"bp(GO:""GO:0030154"")"						
c1b09495-0a05-4963-9647-12d1f8df2a7a	0.92	10851068	"In support of this hypothesis, we report here that : (1) IRS-1 expression increases cell adhesion and decreases cell motility; (2) over-expression of the IGF-IR, in the absence of IRS-1, causes growth arrest and (3) a combination of IGF-IR and IRS-1 restores the transformed phenotype of LNCaP cells."	reach	p(HGNC:IRS1)	increases	"bp(GO:""GO:0007155"")"						
19b9e6f9-2733-4547-ae31-21beabfd0a59	0.94	10851068	"In support of this hypothesis, we report here that : (1) IRS-1 expression increases cell adhesion and decreases cell motility; (2) over-expression of the IGF-IR, in the absence of IRS-1, causes growth arrest and (3) a combination of IGF-IR and IRS-1 restores the transformed phenotype of LNCaP cells."	reach	p(HGNC:IRS1)	decreases	"bp(GO:""GO:0016477"")"						
f21d85b2-6e32-400c-b011-38f405b6a275	0.65	10935526	"Additionally, protein tyrosine phosphatase (PTPase) activities towards immobilized phosphorylated insulin receptor or phosphorylated IRS-1 of membrane (MF) and cytosolic fractions (CF) of these tissues were measured."	reach	p(UP:P40347)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph))"						
16e27ff8-5728-4c72-b7fc-57142fdfcb18	0.65	10967115	We suggest that integrins can modulate insulin and insulin like growth factor-1 signaling pathways by regulating the levels of IRS-1 in cells and that FAK mediated signaling to JNK is one pathway involved in this process.	reach	p(FPLX:Integrins)	increases	p(HGNC:IRS1)						
c76bddd8-0df9-4a71-8448-6bff7e00b3f7	0.65	11018022	"Importantly, mutants of the IRS-1 PH domain that disrupt the PH fold fail to bind to PHIP."	reach	"p(HGNC:IRS1, var(""p.?""))"	decreases	act(p(HGNC:PPY))						
8b38f6bd-f0db-4f22-bf88-7d1415cd2974	0.94	11078443	"Insulin also increased tyrosine phosphorylated insulin receptor substrate 1 and phosphatidylinositol 3-kinase adapter (p85) subunit contents in the intracellular membrane fraction, but these signaling molecules were not directly associated with GLUT4 vesicles."	reach	p(HGNC:INS)	increases	"act(p(HGNC:IRS1, pmod(Ph, Tyr)))"						
cd332109-ed3f-4451-8cd0-815aff026ec1	0.88	11160134	"Recently, we discovered that recombinant NH2-terminal Jun kinase phosphorylates IRS-1 at Ser307, which inhibits insulin stimulated tyrosine phosphorylation of IRS-1."	reach	p(HGNC:JUN)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
a7b8a031-e79d-41e5-a085-5e12ae388e58	0.99	11160134	"This antibody revealed that TNF-alpha, IGF-1, or insulin stimulated phosphorylation of IRS-1 at Ser307 in 3T3-L1 preadipocytes and adipocytes."	sparser	p(HGNC:IGF1)	increases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
a7b8a031-e79d-41e5-a085-5e12ae388e58	0.99	11160134	"This antibody revealed that TNF-alpha, IGF-1, or insulin stimulated phosphorylation of IRS-1 at Ser307 in 3T3-L1 preadipocytes and adipocytes."	reach	p(HGNC:IGF1)	increases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
278452bb-ce62-48b1-bcfb-5319cf0d2c40	0.98	11160134	"This antibody revealed that TNF-alpha, IGF-1, or insulin stimulated phosphorylation of IRS-1 at Ser307 in 3T3-L1 preadipocytes and adipocytes."	sparser	p(HGNC:INS)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
613939e7-1784-4f1e-a5b5-3583ea704828	0.65	11162588	Here we report that FKBP12-rapamycin-associated protein (FRAP) is a physiologic IRS-1 kinase that blocks IFN alpha signaling by serine phosphorylating IRS-1.	reach	p(HGNC:IRS1)	decreases	act(p(FPLX:Interferon))						
9005504c-bc9e-4a3c-956f-c5e10ee4ac3c	0.65	11162588	"Taken together, these data indicate that FRAP, but not p70 (s6k), is a likely physiologic IRS-1 serine kinase that negatively regulates JAK1 dependent IRS-1 tyrosine phosphorylation and suggests that FRAP may modulate IRS dependent cytokine signaling."	reach	p(HGNC:IRS1)	decreases	act(p(HGNC:JAK1))						
1947624d-6eb4-402f-9866-81d80a634218	0.65	11162588	We have previously shown that interferon-alpha (IFN alpha)-dependent tyrosine phosphorylation of insulin receptor substrate-1 (IRS-1) is impaired by serine phosphorylation of IRS-1 due to the reduced ability of serine phosphorylated IRS-1 to serve as a substrate for Janus kinase 1 (JAK1).	reach	p(HGNC:IRS1)	decreases	act(p(UP:P35849))						
385b7d57-7abf-41bf-94db-8bcc87200595	0.86	11208867	"While the forced expression of SSI-1 reduced the phosphorylation level of insulin receptor substrate 1 (IRS-1), SSI-1 deficiency resulted in sustained phosphorylation of IRS-1 in response to insulin."	reach	p(HGNC:SOCS1)	decreases	p(HGNC:IRS1)						
a194e926-333a-437e-b7b2-73646856278d	0.65	11208867	"While the forced expression of SSI-1 reduced the phosphorylation level of insulin receptor substrate 1 (IRS-1), SSI-1 deficiency resulted in sustained phosphorylation of IRS-1 in response to insulin."	reach	p(HGNC:SOCS1)	decreases	act(p(HGNC:IRS1))						
7a77c223-13b3-4d56-8fa1-05da242d005d	0.92	11230180	"Our data suggest that PTEN blocks MAPK phosphorylation in response to insulin stimulation by inhibiting the phosphorylation of IRS-1 and IRS-1, Grb2, and Sos complex formation, which leads to downregulation of cyclin D1, inhibition of cell cycle progression and suppression of cell growth."	reach	p(HGNC:GRB2)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph))"						
742fc5f1-b232-4281-97aa-3d7ecd0ae143	0.65	11230180	"Our data suggest that PTEN blocks MAPK phosphorylation in response to insulin stimulation by inhibiting the phosphorylation of IRS-1 and IRS-1, Grb2, and Sos complex formation, which leads to downregulation of cyclin D1, inhibition of cell cycle progression and suppression of cell growth."	reach	p(FPLX:SOS)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph))"						
b0e185ab-2273-4413-82d7-65fc4ac463aa	0.65	11278889	"By transient transfecion of 293 cells, we show that p110alpha hybrids, although unable to support lipid dependent PI3K signaling, such as activation of protein kinase B/Akt and p70 (S6k), retain the capability to associate with and phosphorylate insulin receptor substrate-1, with the same specificity and higher efficacy than wild type PI3Kalpha."	reach	p(HGNC:PIK3CA)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph))"						
61d23e3f-a1ef-4a03-9227-e417973f0868	0.95	11287630	"Conversely, TNF inhibition of IRS-1 tyrosine phosphorylation was blocked by kinase dead Akt."	reach	p(HGNC:TNF)	directlyDecreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
61d23e3f-a1ef-4a03-9227-e417973f0868	0.95	11287630	"Inhibition of IRS-1 tyrosine phosphorylation by TNF was blocked by rapamycin, an inhibitor of the mammalian target of rapamycin (mTOR), a downstream target of Akt."	reach	p(HGNC:TNF)	directlyDecreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
f21c2639-02b5-4ea6-bc41-693d3f2e429e	1	11287630	"Inhibition of IRS-1 tyrosine phosphorylation by TNF was blocked by rapamycin, an inhibitor of the mammalian target of rapamycin (mTOR), a downstream target of Akt."	reach	p(HGNC:TNF)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
12b3aee9-4c0e-40fb-bdf9-3cf4e724e59f	0.65	11287630	"The effect of TNF on insulin promoted tyrosine phosphorylation of IRS-1 was blocked by inhibition of PI 3-kinase and the PTEN tumor suppressor, which dephosphorylates the lipids that mediate PI 3-kinase functions, whereas constitutively active Akt impaired insulin promoted IRS-1 tyrosine phosphorylation."	reach	p(HGNC:PTEN)	increases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
85d3d5d7-2646-4849-a1a7-f85b79ad5339	1	11287630	"mTOR induced the serine phosphorylation of IRS-1 (Ser 636/639), and such phosphorylation was inhibited by rapamycin."	reach	p(HGNC:MTOR)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 636))"						
30346e2a-7ca6-4136-aa57-27e61c1fa38d	0.99	11287630	"mTOR induced the serine phosphorylation of IRS-1 (Ser 636/639), and such phosphorylation was inhibited by rapamycin."	reach	p(HGNC:MTOR)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 639))"						
53a93089-08a7-435e-b496-4ac3e272d513	0.65	11313948	"IRS-1 coimmunoprecipitates with Ret and co-expression of IRS-1 results in the potentiation of Ret mediated activation of Akt (PKB), a bona fide effector of PI3-K."	reach	p(HGNC:IRS1)	increases	act(p(HGNC:RET))						
baddc455-d161-4fd4-9d4c-c75489ba0df4	0.65	11313948	"The deletion of asparagine 1059 (delN1059) and the substitution of leucine 1061 (L1061P), two Ret mutations identified in families affected by congenital megacolon (Hirschsprung 's disease), impair the binding of IRS-1 to Ret as well as Ret mediated Akt (PKB) stimulation."	reach	"p(HGNC:RET, var(""p.?""))"	increases	act(p(HGNC:IRS1))						
c1b09495-0a05-4963-9647-12d1f8df2a7a	0.92	11313980	Ectopic expression of IRS-1 in LNCaP cells increases cell adhesion and decreases cell motility by an IGF-I-independent mechanism.	reach	p(HGNC:IRS1)	increases	"bp(GO:""GO:0007155"")"						
19b9e6f9-2733-4547-ae31-21beabfd0a59	0.94	11313980	Ectopic expression of IRS-1 in LNCaP cells increases cell adhesion and decreases cell motility by an IGF-I-independent mechanism.	reach	p(HGNC:IRS1)	decreases	"bp(GO:""GO:0016477"")"						
3a783e66-4fa7-4610-a362-20f049ffcde6	0.86	11313980	"Serine phosphorylation inhibits IGF-I-induced tyrosyl phosphorylation of IRS-1, which is restored by the expression of wild-type PTEN or by inhibition of PI3K activity."	reach	p(HGNC:PTEN)	decreases	"p(HGNC:IRS1, pmod(Ph))"						
3a783e66-4fa7-4610-a362-20f049ffcde6	0.86	11313980	"Serine phosphorylation inhibits IGF-I-induced tyrosyl phosphorylation of IRS-1, which is restored by the expression of wild-type PTEN or by inhibition of PI3K activity."	reach	p(HGNC:PTEN)	decreases	"p(HGNC:IRS1, pmod(Ph))"						
845c0b6d-e1c8-49a3-8836-5454cb602103	0.65	11342532	"Et-3,4-dephostatin increased the tyrosine phosphorylation of the insulin receptor and insulin receptor substrate-1 with or without insulin in differentiated 3T3-L1 mouse adipocytes."	reach	p(HGNC:EDN3)	increases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
b4281b7c-a385-4efa-a9e3-44e9e87eaa99	0.65	11479214	C4 and C4-12 cells had reduced IGF-IR and IRS-1 mRNA and protein expression (compared with MCF-7 cells) that was not inducible by estrogen.	reach	p(PFAM:PF01413)	decreases	act(p(HGNC:IRS1))						
2aa3865f-fe4f-4fc0-b90f-eeea1f58cdd1	0.95	11481324	"In several clones of these cells (B2, F4), insulin dependent binding of the KRLB to insulin receptors was accompanied by a block of IRS-2, but not IRS-1, phosphorylation, and insulin receptor binding."	reach	p(HGNC:IRS1)	decreases	act(p(HGNC:IRS2))						
3f8e10d2-a7fe-4521-8c4f-69fea604ac55	0.65	11517167	"We therefore tested the C2C12 myogenic cell line for its response to GH and demonstrate that C2C12 skeletal muscle cells rapidly respond to physiological levels of GH with increased tyrosine phosphorylation of the GH receptor, Janus kinase 2, signal transducer and activator of transcription-5a and -5 b, insulin receptor substrate-1, and activation of MAPKs and ERKs and protein kinase B/Akt."	reach	p(HGNC:IRS1)	directlyIncreases	"p(HGNC:GHR, pmod(Ph, Tyr))"						
0e56f224-3dd2-42f2-ac3a-f77c33168fd3	0.95	11521195	Over-expression of wild type IRS-1 in H19-7 and IGF-IR cells abolishes IGF-I-induced differentiation at 39 degrees C.	reach	p(HGNC:IRS1)	decreases	"bp(GO:""GO:0030154"")"						
e3011258-b2ed-43bf-a5f8-6c4ca18fe7ce	0.95	11546773	"By contrast, IRS-1 activation of Akt and ERK1/2 was not inhibited by chronic insulin and IGF -1 stimulation in IRS-2-deficient mouse embryo fibroblasts."	reach	p(HGNC:IGF1)	decreases	act(p(HGNC:IRS1))						
e3011258-b2ed-43bf-a5f8-6c4ca18fe7ce	0.95	11546773	"In this study, we show that insulin, IGF-1, or osmotic stress promoted ubiquitin and proteasome mediated degradation of IRS-2 in 3T3-L1 cells, Fao hepatoma, cells and mouse embryo fibroblasts; however, insulin and IGF -1 did not promote degradation of IRS-1 in 3T3-L1 preadipocytes or mouse embryo fibroblasts."	reach	p(HGNC:IGF1)	decreases	act(p(HGNC:IRS1))						
20543e2d-f238-488d-a8ad-3177b8174780	0.95	11559546	"The impaired IGF-I growth response of ER negative cells was not caused by a low IGF-IR expression, defective IGF-IR tyrosine phosphorylation, or improper tyrosine phosphorylation of IRS-1."	reach	p(HGNC:IRS1)	decreases	act(p(HGNC:IGF1))						
f21c2639-02b5-4ea6-bc41-693d3f2e429e	1	11563846	"TNFalpha had no effect on insulin induced tyrosine phosphorylation of IR or IRS-1, but inhibited insulin stimulated IRS-1 and PI3K-association by 84%."	reach	p(HGNC:TNF)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
bfec0ea3-a293-4fe9-ba18-2e1d5e643cb9	0.99	11598104	We find that AMPK rapidly phosphorylates IRS-1 on Ser 789 in cell-free assays as well as in mouse C2C12 myotubes incubated with AICAR.	reach	p(FPLX:AMPK)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 794))"						
9d80d60c-74a4-4468-ba07-87f1edf10135	0.95	11676497	"The authors have reported, for the first time, how E2 induction of IRS-1 mRNA was correlated with a direct positive regulatory role of E2 on the IRS-1 promoter."	reach	p(UP:P27958)	increases	act(p(HGNC:IRS1))						
